identificationType,fileIdentifier,fileSize,ArtifactId,similarity(s),RawLicenseName(s),licenseName(s),licenseURL(s),auther(s),relatedURL(s),name,description
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\lyubinskiy-popup-window.LICENSE,585,?--lyubinskiy-popup-window.LICENSE--0,"0.69808,
0.67417",,research/scancode-toolkit/src/licensedcode/data/licenses/lyubinskiy-dropdown.LICENSE,,,,lyubinskiy-popup-window.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\lzma-cpl-exception.LICENSE,526,?--lzma-cpl-exception.LICENSE--0,"0.73246,
0.74108,
0.72536",,"spdx/LZMA-exception,
research/scancode-toolkit/src/licensedcode/data/licenses/lzma-cpl-exception.LICENSE",,,,lzma-cpl-exception.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\lzma-sdk-2006-exception.LICENSE,339,?--lzma-sdk-2006-exception.LICENSE--0,0.72471,,research/scancode-toolkit/src/licensedcode/data/licenses/lzma-sdk-2006-exception.LICENSE,,,,lzma-sdk-2006-exception.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\lzma-sdk-2008.LICENSE,2235,?--lzma-sdk-2008.LICENSE--0,0.80656,,research/scancode-toolkit/src/licensedcode/data/licenses/lzma-sdk-2008.LICENSE,,,,lzma-sdk-2008.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\lzma-sdk-original.LICENSE,2492,?--lzma-sdk-original.LICENSE--0,0.81783,,research/scancode-toolkit/src/licensedcode/data/licenses/lzma-sdk-original.LICENSE,,,,lzma-sdk-original.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\lzma-sdk-pd.LICENSE,84,?--lzma-sdk-pd.LICENSE--0,0.69085,,research/scancode-toolkit/src/licensedcode/data/licenses/lzma-sdk-pd.LICENSE,,,,lzma-sdk-pd.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\madwifi-dual.LICENSE,1712,?--madwifi-dual.LICENSE--0,"0.74850,
0.74267,
0.71820",,"research/scancode-toolkit/src/licensedcode/data/licenses/bsd-no-mod.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/intel-bsd.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/madwifi-dual.LICENSE",,,,madwifi-dual.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\make-human-exception.LICENSE,1203,?--make-human-exception.LICENSE--0,"0.75939,
0.75881",,"research/scancode-toolkit/src/licensedcode/data/licenses/make-human-exception.LICENSE,
research/scancode-toolkit/tests/licensedcode/data/licenses/make-human-exception",,,,make-human-exception.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\makeindex.LICENSE,1954,?--makeindex.LICENSE--0,"0.79121,
0.78863,
0.78480",,spdx/MakeIndex,,,,makeindex.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mame.LICENSE,1727,?--mame.LICENSE--0,"0.74983,
0.75303",,calculate-Linux/XMAME,,,,mame.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\manfred-klein-fonts-tos.LICENSE,409,?--manfred-klein-fonts-tos.LICENSE--0,0.73462,,research/scancode-toolkit/src/licensedcode/data/licenses/manfred-klein-fonts-tos.LICENSE,,,,manfred-klein-fonts-tos.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\martin-birgmeier.LICENSE,346,?--martin-birgmeier.LICENSE--0,0.69486,,research/scancode-toolkit/src/licensedcode/data/licenses/martin-birgmeier.LICENSE,,,,martin-birgmeier.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\marvell-firmware.LICENSE,1688,?--marvell-firmware.LICENSE--0,0.76595,,research/scancode-toolkit/src/licensedcode/data/licenses/marvell-firmware.LICENSE,,,,marvell-firmware.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\matt-gallagher-attribution.LICENSE,322,?--matt-gallagher-attribution.LICENSE--0,0.72639,,research/scancode-toolkit/src/licensedcode/data/licenses/matt-gallagher-attribution.LICENSE,,,,matt-gallagher-attribution.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\matthew-kwan.LICENSE,111,?--matthew-kwan.LICENSE--0,0.67141,,research/scancode-toolkit/src/licensedcode/data/licenses/matthew-kwan.LICENSE,,,,matthew-kwan.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mattkruse.LICENSE,859,?--mattkruse.LICENSE--0,0.71837,,research/scancode-toolkit/src/licensedcode/data/licenses/mattkruse.LICENSE,,,,mattkruse.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\maxmind-odl.LICENSE,1615,?--maxmind-odl.LICENSE--0,"0.77554,
0.74582",,"research/scancode-toolkit/src/licensedcode/data/licenses/bsd-original.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/maxmind-odl.LICENSE",,,,maxmind-odl.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mcafee-tou.LICENSE,8286,?--mcafee-tou.LICENSE--0,0.89222,,research/scancode-toolkit/src/licensedcode/data/licenses/mcafee-tou.LICENSE,,,,mcafee-tou.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mediainfo-lib.LICENSE,1630,?--mediainfo-lib.LICENSE--0,0.78417,,research/scancode-toolkit/src/licensedcode/data/licenses/mediainfo-lib.LICENSE,,,,mediainfo-lib.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\melange.LICENSE,2873,?--melange.LICENSE--0,0.78397,,research/scancode-toolkit/src/licensedcode/data/licenses/melange.LICENSE,,,,melange.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mentalis.LICENSE,1217,?--mentalis.LICENSE--0,"0.72872,
0.72846,
0.75152",,"spdx/BSD-3-Clause,
research/scancode-toolkit/src/licensedcode/data/licenses/bsd-axis-nomod.LICENSE",,,,mentalis.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\metrolink-1.0.LICENSE,12178,?--metrolink-1.0.LICENSE--0,"0.88513,
0.84341",,"research/scancode-toolkit/src/licensedcode/data/licenses/metrolink-1.0.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/open-group.LICENSE",,,,metrolink-1.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mgopen-font-license.LICENSE,1950,?--mgopen-font-license.LICENSE--0,"0.76108,
0.75742",,"calculate-Linux/MagentaMgOpen,
research/scancode-toolkit/src/licensedcode/data/licenses/mgopen-font-license.LICENSE",,,,mgopen-font-license.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\michael-barr.LICENSE,252,?--michael-barr.LICENSE--0,0.74908,,research/scancode-toolkit/src/licensedcode/data/licenses/michael-barr.LICENSE,,,,michael-barr.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\michigan-disclaimer.LICENSE,1163,?--michigan-disclaimer.LICENSE--0,0.75093,,research/scancode-toolkit/src/licensedcode/data/licenses/michigan-disclaimer.LICENSE,,,,michigan-disclaimer.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\microsoft-enterprise-library-eula.LICENSE,6125,?--microsoft-enterprise-library-eula.LICENSE--0,0.841,,research/scancode-toolkit/src/licensedcode/data/licenses/microsoft-enterprise-library-eula.LICENSE,,,,microsoft-enterprise-library-eula.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\microsoft-windows-rally-devkit.LICENSE,12881,?--microsoft-windows-rally-devkit.LICENSE--0,0.88519,,research/scancode-toolkit/src/licensedcode/data/licenses/microsoft-windows-rally-devkit.LICENSE,,,,microsoft-windows-rally-devkit.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mif-exception.LICENSE,528,?--mif-exception.LICENSE--0,"0.74222,
0.72559,
0.70601",,"spdx/mif-exception,
research/scancode-toolkit/src/licensedcode/data/licenses/gpl-2.0-glibc.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/mif-exception.LICENSE",,,,mif-exception.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mike95.LICENSE,1011,?--mike95.LICENSE--0,0.73534,,research/scancode-toolkit/src/licensedcode/data/licenses/mike95.LICENSE,,,,mike95.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mini-xml-exception-lgpl-2.0.LICENSE,984,?--mini-xml-exception-lgpl-2.0.LICENSE--0,"0.74580,
0.72915",,"research/scancode-toolkit/src/licensedcode/data/licenses/mini-xml-exception-lgpl-2.0.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/mini-xml.LICENSE",,,,mini-xml-exception-lgpl-2.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mini-xml.LICENSE,1690,?--mini-xml.LICENSE--0,0.75382,,research/scancode-toolkit/src/licensedcode/data/licenses/mini-xml.LICENSE,,,,mini-xml.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\minpack.LICENSE,2192,?--minpack.LICENSE--0,"0.75743,
0.76234",,"calculate-Linux/minpack,
research/scancode-toolkit/src/licensedcode/data/licenses/minpack.LICENSE",,,,minpack.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mir-os.LICENSE,839,?--mir-os.LICENSE--0,"0.79205,
0.75387",,"research/scancode-toolkit/src/licensedcode/data/licenses/mir-os.LICENSE,
research/scancode-toolkit/tests/licensedcode/data/more_licenses/tests/MirOS/MirOS_2",,,,mir-os.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mit-0.LICENSE,857,?--mit-0.LICENSE--0,"0.76204,
0.77012,
0.77822",,spdx/MIT,,,,mit-0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mit-ack.LICENSE,1104,?--mit-ack.LICENSE--0,"0.77033,
0.74720,
0.76018",,"spdx/MIT,
spdx/MIT-feh,
calculate-Linux/feh",,,,mit-ack.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mit-addition.LICENSE,1240,?--mit-addition.LICENSE--0,0.77224,,research/scancode-toolkit/src/licensedcode/data/licenses/mit-addition.LICENSE,,,,mit-addition.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mit-export-control.LICENSE,962,?--mit-export-control.LICENSE--0,0.70568,,research/scancode-toolkit/src/licensedcode/data/licenses/mit-export-control.LICENSE,,,,mit-export-control.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mit-license-1998.LICENSE,1362,?--mit-license-1998.LICENSE--0,0.72329,,research/scancode-toolkit/src/licensedcode/data/licenses/mit-license-1998.LICENSE,,,,mit-license-1998.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mit-modern.LICENSE,916,?--mit-modern.LICENSE--0,"0.73504,
0.76373",,"calculate-Linux/Old-MIT,
research/scancode-toolkit/src/licensedcode/data/licenses/mit-modern.LICENSE",,,,mit-modern.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mit-nagy.LICENSE,137,?--mit-nagy.LICENSE--0,0.69712,,research/scancode-toolkit/src/licensedcode/data/licenses/mit-nagy.LICENSE,,,,mit-nagy.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mit-no-advert-export-control.LICENSE,1073,?--mit-no-advert-export-control.LICENSE--0,0.74204,,research/scancode-toolkit/src/licensedcode/data/licenses/mit-no-advert-export-control.LICENSE,,,,mit-no-advert-export-control.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mit-no-false-attribs.LICENSE,1530,?--mit-no-false-attribs.LICENSE--0,"0.75086,
0.75992",,spdx/MITNFA,,,,mit-no-false-attribs.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mit-old-style-no-advert.LICENSE,608,?--mit-old-style-no-advert.LICENSE--0,"0.70431,
0.70250,
0.68859",,"spdx/NTP,
research/scancode-toolkit/src/licensedcode/data/licenses/mit-old-style-no-advert.LICENSE",,,,mit-old-style-no-advert.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mit-old-style.LICENSE,443,?--mit-old-style.LICENSE--0,"0.77046,
0.76835,
0.75708",,"research/scancode-toolkit/src/licensedcode/data/licenses/libpbm.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/mit-old-style.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/mit-open-group.LICENSE",,,,mit-old-style.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mit-open-group.LICENSE,297,?--mit-open-group.LICENSE--0,"0.76490,
0.74786",,"research/scancode-toolkit/src/licensedcode/data/licenses/libpbm.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/mit-open-group.LICENSE",,,,mit-open-group.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mit-readme.LICENSE,868,?--mit-readme.LICENSE--0,"0.72874,
0.72898,
0.72776",,spdx/MIT,,,,mit-readme.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mit-specification-disclaimer.LICENSE,386,?--mit-specification-disclaimer.LICENSE--0,0.70054,,research/scancode-toolkit/src/licensedcode/data/licenses/mit-specification-disclaimer.LICENSE,,,,mit-specification-disclaimer.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mit-synopsys.LICENSE,1288,?--mit-synopsys.LICENSE--0,0.71453,,research/scancode-toolkit/src/licensedcode/data/licenses/mit-synopsys.LICENSE,,,,mit-synopsys.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mit-taylor-variant.LICENSE,602,?--mit-taylor-variant.LICENSE--0,"0.75044,
0.72319,
0.71744",,"spdx/curl,
research/scancode-toolkit/src/licensedcode/data/licenses/mit-taylor-variant.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/x11-opengroup.LICENSE",,,,mit-taylor-variant.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mit-with-modification-obligations.LICENSE,1059,?--mit-with-modification-obligations.LICENSE--0,"0.72480,
0.73784",,"calculate-Linux/openafs-krb5-a,
research/scancode-toolkit/src/licensedcode/data/licenses/mit-with-modification-obligations.LICENSE",,,,mit-with-modification-obligations.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mit-xfig.LICENSE,506,?--mit-xfig.LICENSE--0,0.74282,,research/scancode-toolkit/src/licensedcode/data/licenses/mit-xfig.LICENSE,,,,mit-xfig.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mit.LICENSE,1022,?--mit.LICENSE--0,"0.77409,
0.78768,
0.79588",,"spdx/MIT,
research/scancode-toolkit/src/licensedcode/data/licenses/mit.LICENSE",,,,mit.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mod-dav-1.0.LICENSE,2280,?--mod-dav-1.0.LICENSE--0,0.79434,,research/scancode-toolkit/src/licensedcode/data/licenses/mod-dav-1.0.LICENSE,,,,mod-dav-1.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\monetdb-1.1.LICENSE,22955,?--monetdb-1.1.LICENSE--0,"0.87820,
0.83672",,"research/scancode-toolkit/src/licensedcode/data/licenses/monetdb-1.1.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/pftijah-1.1.LICENSE",,,,monetdb-1.1.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mongodb-sspl-1.0.LICENSE,30609,?--mongodb-sspl-1.0.LICENSE--0,0.90468,,research/scancode-toolkit/src/licensedcode/data/licenses/mongodb-sspl-1.0.LICENSE,,,,mongodb-sspl-1.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\motorola.LICENSE,1184,?--motorola.LICENSE--0,"0.74374,
0.72813,
0.72271",,"research/scancode-toolkit/src/licensedcode/data/licenses/motorola.LICENSE,
research/scancode-toolkit/tests/licensedcode/data/licenses/motorola_1,
research/scancode-toolkit/tests/licensedcode/data/more_licenses/tests/Motorola/Motorola",,,,motorola.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\motosoto-0.9.1.LICENSE,24130,?--motosoto-0.9.1.LICENSE--0,0.91279,,research/scancode-toolkit/src/licensedcode/data/licenses/motosoto-0.9.1.LICENSE,,,,motosoto-0.9.1.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mozilla-gc.LICENSE,442,?--mozilla-gc.LICENSE--0,"0.69563,
0.72259,
0.70870",,"calculate-Linux/boehm-gc,
research/scancode-toolkit/src/licensedcode/data/licenses/mozilla-gc.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/stlport-4.5.LICENSE",,,,mozilla-gc.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mozilla-ospl-1.0.LICENSE,8055,?--mozilla-ospl-1.0.LICENSE--0,0.85931,,research/scancode-toolkit/src/licensedcode/data/licenses/mozilla-ospl-1.0.LICENSE,,,,mozilla-ospl-1.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mpeg-7.LICENSE,1322,?--mpeg-7.LICENSE--0,0.74758,,research/scancode-toolkit/src/licensedcode/data/licenses/mpeg-7.LICENSE,,,,mpeg-7.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mpeg-iso.LICENSE,1655,?--mpeg-iso.LICENSE--0,"0.78138,
0.80675",,"calculate-Linux/MPEG-4,
research/scancode-toolkit/src/licensedcode/data/licenses/mpeg-iso.LICENSE",,,,mpeg-iso.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mpeg-ssg.LICENSE,1109,?--mpeg-ssg.LICENSE--0,"0.81485,
0.79072",,calculate-Linux/mpeg2enc,,,,mpeg-ssg.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mpich.LICENSE,1522,?--mpich.LICENSE--0,"0.73199,
0.76771,
0.76145",,"spdx/mpich2,
calculate-Linux/mpich2",,,,mpich.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mpl-1.0.LICENSE,17912,?--mpl-1.0.LICENSE--0,"0.87392,
0.86205,
0.85097",,spdx/MPL-1.0,,,,mpl-1.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mpl-1.1.LICENSE,23255,?--mpl-1.1.LICENSE--0,"0.86562,
0.86309,
0.84469",,spdx/MPL-1.1,,,,mpl-1.1.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\mpl-2.0.LICENSE,16725,?--mpl-2.0.LICENSE--0,"0.87336,
0.86725,
0.85633",,spdx/MPL-2.0,,,,mpl-2.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ms-asp-net-ajax-supplemental-terms.LICENSE,3253,?--ms-asp-net-ajax-supplemental-terms.LICENSE--0,0.82336,,research/scancode-toolkit/src/licensedcode/data/licenses/ms-asp-net-ajax-supplemental-terms.LICENSE,,,,ms-asp-net-ajax-supplemental-terms.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ms-asp-net-mvc3.LICENSE,31246,?--ms-asp-net-mvc3.LICENSE--0,0.94291,,research/scancode-toolkit/src/licensedcode/data/licenses/ms-asp-net-mvc3.LICENSE,,,,ms-asp-net-mvc3.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ms-asp-net-mvc4-extensions.LICENSE,8260,?--ms-asp-net-mvc4-extensions.LICENSE--0,"0.87589,
0.83607,
0.83518",,"research/scancode-toolkit/src/licensedcode/data/licenses/ms-asp-net-mvc4-extensions.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/ms-jdbc-driver-40-sql-server.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/ms-jdbc-driver-41-sql-server.LICENSE",,,,ms-asp-net-mvc4-extensions.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ms-asp-net-mvc4.LICENSE,7783,?--ms-asp-net-mvc4.LICENSE--0,"0.88322,
0.84000",,"research/scancode-toolkit/src/licensedcode/data/licenses/ms-asp-net-mvc4.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/ms-web-developer-tools-1.0.LICENSE",,,,ms-asp-net-mvc4.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ms-asp-net-software.LICENSE,17345,?--ms-asp-net-software.LICENSE--0,0.92099,,research/scancode-toolkit/src/licensedcode/data/licenses/ms-asp-net-software.LICENSE,,,,ms-asp-net-software.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ms-asp-net-tools-pre-release.LICENSE,9633,?--ms-asp-net-tools-pre-release.LICENSE--0,0.86927,,research/scancode-toolkit/src/licensedcode/data/licenses/ms-asp-net-tools-pre-release.LICENSE,,,,ms-asp-net-tools-pre-release.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ms-asp-net-web-optimization-framework.LICENSE,9329,?--ms-asp-net-web-optimization-framework.LICENSE--0,"0.87981,
0.85817,
0.84430",,"research/scancode-toolkit/src/licensedcode/data/licenses/ms-asp-net-web-optimization-framework.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/ms-asp-net-web-pages-templates.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/ms-net-library.LICENSE",,,,ms-asp-net-web-optimization-framework.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ms-asp-net-web-pages-2.LICENSE,12080,?--ms-asp-net-web-pages-2.LICENSE--0,"0.90447,
0.86465",,"research/scancode-toolkit/src/licensedcode/data/licenses/ms-asp-net-mvc3.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/ms-asp-net-web-pages-2.LICENSE",,,,ms-asp-net-web-pages-2.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ms-asp-net-web-pages-templates.LICENSE,8884,?--ms-asp-net-web-pages-templates.LICENSE--0,"0.89532,
0.87307",,"research/scancode-toolkit/src/licensedcode/data/licenses/ms-asp-net-web-pages-templates.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/ms-net-library.LICENSE",,,,ms-asp-net-web-pages-templates.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ms-capicom.LICENSE,7615,?--ms-capicom.LICENSE--0,"0.86401,
0.85580,
0.84836",,"research/scancode-toolkit/src/licensedcode/data/licenses/ms-capicom.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/ms-control-spy-2.0.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/ms-jdbc-driver-41-sql-server.LICENSE",,,,ms-capicom.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ms-cl.LICENSE,3494,?--ms-cl.LICENSE--0,"0.81995,
0.78267",,"research/scancode-toolkit/src/licensedcode/data/licenses/ms-cl.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/ms-limited-community.LICENSE",,,,ms-cl.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ms-control-spy-2.0.LICENSE,7852,?--ms-control-spy-2.0.LICENSE--0,"0.87885,
0.86093,
0.85607",,"research/scancode-toolkit/src/licensedcode/data/licenses/ms-capicom.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/ms-control-spy-2.0.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/ms-jdbc-driver-41-sql-server.LICENSE",,,,ms-control-spy-2.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ms-developer-services-agreement.LICENSE,41314,?--ms-developer-services-agreement.LICENSE--0,0.96487,,research/scancode-toolkit/src/licensedcode/data/licenses/ms-developer-services-agreement.LICENSE,,,,ms-developer-services-agreement.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ms-device-emulator-3.0.LICENSE,6467,?--ms-device-emulator-3.0.LICENSE--0,0.87277,,research/scancode-toolkit/src/licensedcode/data/licenses/ms-device-emulator-3.0.LICENSE,,,,ms-device-emulator-3.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ms-directx-sdk-eula.LICENSE,12807,?--ms-directx-sdk-eula.LICENSE--0,0.89305,,research/scancode-toolkit/src/licensedcode/data/licenses/ms-directx-sdk-eula.LICENSE,,,,ms-directx-sdk-eula.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ms-entity-framework-4.1.LICENSE,7112,?--ms-entity-framework-4.1.LICENSE--0,"0.87934,
0.86467",,"research/scancode-toolkit/src/licensedcode/data/licenses/ms-entity-framework-4.1.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/ms-windows-identity-foundation.LICENSE",,,,ms-entity-framework-4.1.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ms-entity-framework-5.LICENSE,2985,?--ms-entity-framework-5.LICENSE--0,0.81566,,research/scancode-toolkit/src/licensedcode/data/licenses/ms-entity-framework-5.LICENSE,,,,ms-entity-framework-5.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ms-eula-win-script-host.LICENSE,8456,?--ms-eula-win-script-host.LICENSE--0,0.85679,,research/scancode-toolkit/src/licensedcode/data/licenses/ms-eula-win-script-host.LICENSE,,,,ms-eula-win-script-host.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ms-exchange-server-2010-sp2-sdk.LICENSE,10536,?--ms-exchange-server-2010-sp2-sdk.LICENSE--0,0.90192,,research/scancode-toolkit/src/licensedcode/data/licenses/ms-exchange-server-2010-sp2-sdk.LICENSE,,,,ms-exchange-server-2010-sp2-sdk.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ms-ilmerge.LICENSE,7848,?--ms-ilmerge.LICENSE--0,0.86814,,research/scancode-toolkit/src/licensedcode/data/licenses/ms-ilmerge.LICENSE,,,,ms-ilmerge.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ms-invisible-eula-1.0.LICENSE,1989,?--ms-invisible-eula-1.0.LICENSE--0,0.7564,,research/scancode-toolkit/src/licensedcode/data/licenses/ms-invisible-eula-1.0.LICENSE,,,,ms-invisible-eula-1.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ms-jdbc-driver-40-sql-server.LICENSE,7210,?--ms-jdbc-driver-40-sql-server.LICENSE--0,"0.87834,
0.86686,
0.83935",,"research/scancode-toolkit/src/licensedcode/data/licenses/ms-jdbc-driver-40-sql-server.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/ms-jdbc-driver-41-sql-server.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/ms-net-library.LICENSE",,,,ms-jdbc-driver-40-sql-server.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ms-jdbc-driver-41-sql-server.LICENSE,7101,?--ms-jdbc-driver-41-sql-server.LICENSE--0,"0.87018,
0.85366,
0.83860",,"research/scancode-toolkit/src/licensedcode/data/licenses/ms-jdbc-driver-40-sql-server.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/ms-jdbc-driver-41-sql-server.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/ms-net-library.LICENSE",,,,ms-jdbc-driver-41-sql-server.LICENSE,
